FrameNumber,Timestamp,LeftElbowYaw,LeftElbowRoll,RightElbowYaw,RightElbowRoll,LeftShoulderRoll,LeftShoulderPitch,RightShoulderRoll,RightShoulderPitch,LeftWristX,LeftWristY,LeftWristZ,RightWristX,RightWristY,RightWristZ,LeftElbowX,LeftElbowY,LeftElbowZ,RightElbowX,RightElbowY,RightElbowZ,LeftShoulderX,LeftShoulderY,LeftShoulderZ,RightShoulderX,RightShoulderY,RightShoulderZ,LeftWristColorX,LeftWristColorY,RightWristColorX,RightWristColorY,LeftElbowColorX,LeftElbowColorY,RightElbowColorX,RightElbowColorY,LeftShoulderColorX,LeftShoulderColorY,RightShoulderColorX,RightShoulderColorY,origin_x,origin_y,goal_x,goal_y,origin_z,goal_z,is_grasped
227,2024-08-09T16:56:40.9556577+03:30,-19,-41,105,14,32,31,-18,96,-0.367218822,0.0157929044,1.96076071,0.2570529,-0.287610143,2.49291754,-0.406214744,0.109613314,2.244969,0.173598975,-0.07229149,2.52475023,-0.277668417,0.216139212,2.42038918,0.07943753,0.2090532,2.496043,0,0,0,0,0,0,0,0,0,0,0,0,226.70379638671875,253.73638916015625,154.96383666992188,336.83843994140625,1.4894528930409945,1.527178833102922,1
228,2024-08-09T16:56:40.9911672+03:30,-20,-41,105,14,32,31,-18,96,-0.367441148,0.0168651026,1.96048677,0.257147431,-0.287976533,2.493626,-0.406899571,0.110277139,2.24577022,0.173670381,-0.07241246,2.52503586,-0.27760002,0.216278568,2.420985,0.07948221,0.208887056,2.49632668,0,0,0,0,0,0,0,0,0,0,0,0,225.5601806640625,253.7367248535156,154.88937377929688,337.0042419433594,1.4890637771291306,1.5271816223595402,1
229,2024-08-09T16:56:41.0234345+03:30,-19,-42,105,14,33,31,-18,96,-0.367947221,0.0179252923,1.96061289,0.257258147,-0.288382381,2.49432921,-0.40766263,0.110678181,2.24699783,0.173745364,-0.0725364238,2.52530646,-0.277525425,0.216404229,2.4215827,0.07953114,0.208714783,2.49658418,0,0,0,0,0,0,0,0,0,0,0,0,224.98585510253903,253.22433471679688,154.61862182617188,336.994873046875,1.4887259367598498,1.5271840440633493,1
230,2024-08-09T16:56:41.0607900+03:30,-20,-42,105,14,33,31,-18,96,-0.36857295,0.0187368952,1.96002889,0.2572822,-0.2885283,2.49524546,-0.408092022,0.111170068,2.24739051,0.173828289,-0.07265934,2.52557182,-0.277438939,0.2165196,2.42218661,0.07959185,0.208543137,2.49681973,0,0,0,0,0,0,0,0,0,0,0,0,223.0175170898437,253.9981689453125,155.01449584960938,336.9696044921875,1.488432615125766,1.5271861466484251,1
231,2024-08-09T16:56:41.0915531+03:30,-20,-42,105,13,33,31,-18,96,-0.3695811,0.0196151324,1.9602071,0.257262975,-0.2884429,2.49600458,-0.4088006,0.111354053,2.24859619,0.173924938,-0.0727934837,2.52582884,-0.2773377,0.216620341,2.42279029,0.07966254,0.2083506,2.49700856,0,0,0,0,0,0,0,0,0,0,0,0,220.98214721679688,253.3119964599609,154.61822509765625,337.0345458984375,1.4892321415444978,1.52718797216647,1
232,2024-08-09T16:56:41.1274119+03:30,-20,-42,105,13,33,31,-18,96,-0.370764077,0.0203404017,1.959826,0.257226974,-0.2882237,2.49663424,-0.409267545,0.11174313,2.249109,0.1740337,-0.0729474053,2.52603221,-0.277217537,0.216706008,2.42339087,0.07975957,0.208150536,2.49717522,0,0,0,0,0,0,0,0,0,0,0,0,219.4222869873047,253.4649658203125,154.76815795898438,337.0006103515625,1.4899263107941196,1.5271895571278442,1
233,2024-08-09T16:56:41.1575893+03:30,-20,-42,105,13,33,31,-18,96,-0.372324526,0.020912366,1.95910108,0.2572003,-0.287913948,2.497084,-0.409563,0.112264827,2.24916768,0.174145326,-0.073114045,2.526167,-0.277055323,0.216783717,2.42400169,0.07988493,0.207958475,2.49732351,0,0,0,0,0,0,0,0,0,0,0,0,217.6768798828125,253.3143005371093,154.88661193847656,337.1509704589844,1.491583202009925,1.5271909332317752,1
234,2024-08-09T16:56:41.1927229+03:30,-20,-42,105,13,33,31,-18,96,-0.3741996,0.0213435534,1.95804381,0.257208556,-0.2875526,2.497246,-0.4097556,0.1128399,2.24880219,0.174267083,-0.07330229,2.52622437,-0.276849061,0.216852278,2.42462373,0.08005387,0.20777306,2.4974668,0,0,0,0,0,0,0,0,0,0,0,0,215.5006103515625,253.83523559570312,154.84286499023438,337.0537414550781,1.4919675615156276,1.5271921280003418,1
235,2024-08-09T16:56:41.2239581+03:30,-19,-41,105,13,33,30,-18,96,-0.376418859,0.02167963,1.9568193,0.2572802,-0.2871636,2.49709415,-0.409878463,0.113418296,2.248202,0.174397945,-0.0735230744,2.52622342,-0.276609927,0.2169036,2.42524266,0.08024229,0.207564443,2.49755931,0,0,0,0,0,0,0,0,0,0,0,0,212.6466217041016,254.5791015625,154.76531982421875,337.094482421875,1.4923012722516429,1.527193165328915,1
236,2024-08-09T16:56:41.2553700+03:30,-19,-41,105,14,33,30,-18,96,-0.378986418,0.0219590869,1.95548713,0.257338166,-0.286791384,2.49630737,-0.409959823,0.11393597,2.24745226,0.1745449,-0.0737791657,2.52613688,-0.2763514,0.216945454,2.42586517,0.0804529563,0.207335547,2.49761176,0,0,0,0,0,0,0,0,0,0,0,0,210.23085021972656,254.37380981445312,154.54917907714844,337.03936767578125,1.4936452041829915,1.5271940659640666,1
237,2024-08-09T16:56:41.2851866+03:30,-20,-40,105,14,33,30,-18,96,-0.382006675,0.0221543759,1.954143,0.25741452,-0.286539227,2.49502563,-0.410022318,0.114402533,2.24662042,0.1746994,-0.07405116,2.52599287,-0.276081,0.216978416,2.42648077,0.08067433,0.2071005,2.49762845,0,0,0,0,0,0,0,0,0,0,0,0,208.03982543945312,253.76559448242188,154.77520751953125,337.0125732421875,1.4937578444476998,1.5271948479184996,1
238,2024-08-09T16:56:41.3202959+03:30,-18,-39,105,14,33,29,-18,96,-0.38533482,0.0223757867,1.95290422,0.2575118,-0.286290526,2.49349332,-0.4101234,0.114867836,2.24584675,0.174874276,-0.07433289,2.52578044,-0.2757995,0.217009038,2.42709851,0.08091408,0.206864536,2.49762,0,0,0,0,0,0,0,0,0,0,0,0,205.84762573242188,253.1170349121093,154.85232543945312,337.14215087890625,1.4928014458510612,1.5271955268313024,1
239,2024-08-09T16:56:41.3557037+03:30,-19,-39,105,14,33,29,-18,96,-0.388901,0.0227047037,1.95180833,0.25767836,-0.286122173,2.49188685,-0.4102863,0.115317307,2.2452,0.175072685,-0.07460014,2.52547455,-0.275515079,0.217037648,2.42772961,0.08116404,0.206614628,2.49756622,0,0,0,0,0,0,0,0,0,0,0,0,203.5765838623047,252.8915863037109,155.02914428710938,337.0538635253906,1.491971076171444,1.5271961162807313,1
240,2024-08-09T16:56:41.3867874+03:30,-19,-38,104,15,33,29,-18,96,-0.3927443,0.0234583244,1.9519937,0.257992148,-0.286364824,2.48975253,-0.410799384,0.115488023,2.24598622,0.175281733,-0.07485258,2.52511454,-0.2752392,0.217065692,2.42837572,0.08142563,0.206345975,2.497455,0,0,0,0,0,0,0,0,0,0,0,0,201.4743194580078,251.87030029296875,154.9086456298828,337.1012268066406,1.4923043237655562,1.5271966280557747,1
241,2024-08-09T16:56:41.4184790+03:30,-20,-37,104,15,33,29,-18,96,-0.3970588,0.0243777987,1.95208287,0.258415878,-0.28690365,2.48732376,-0.411420345,0.115833938,2.24650836,0.175489023,-0.0751068443,2.524716,-0.274973482,0.2170951,2.429035,0.0816984251,0.2060603,2.49727583,0,0,0,0,0,0,0,0,0,0,0,0,199.50439453125,250.56411743164065,154.84756469726562,336.9808044433594,1.491539462084679,1.5271970723919337,1
242,2024-08-09T16:56:41.4503177+03:30,-20,-37,104,16,33,29,-18,96,-0.401590943,0.0253996886,1.95211208,0.259057581,-0.2873242,2.48513055,-0.412116766,0.116298713,2.24691272,0.175690323,-0.07535475,2.52430081,-0.2747072,0.217140585,2.42972231,0.0819947049,0.205789909,2.497056,0,0,0,0,0,0,0,0,0,0,0,0,197.86358642578125,249.9977264404297,154.93614196777344,337.1336364746094,1.491929585395796,1.527197458175931,1
243,2024-08-09T16:56:41.4809492+03:30,-20,-37,104,16,34,29,-18,96,-0.406275153,0.0267217867,1.95239818,0.2598551,-0.287796736,2.483113,-0.4128836,0.11684119,2.24723768,0.175884619,-0.07558905,2.52388,-0.274452835,0.2172183,2.430458,0.08230757,0.205541357,2.49679685,0,0,0,0,0,0,0,0,0,0,0,0,196.50331115722656,249.17755126953125,154.6773681640625,337.148193359375,1.4922683004148287,1.5271977931234475,1
244,2024-08-09T16:56:41.5215954+03:30,-21,-36,105,16,34,29,-18,95,-0.411091626,0.0284690615,1.95342028,0.260756433,-0.288331568,2.48118973,-0.413756251,0.117462635,2.24753165,0.1760835,-0.0758089349,2.52344847,-0.27419,0.217336476,2.43124223,0.08263726,0.2053187,2.49649167,0,0,0,0,0,0,0,0,0,0,0,0,193.76541137695312,247.8719482421875,154.66513061523438,337.15008544921875,1.4936165771924588,1.5271980839334331,1
245,2024-08-09T16:56:41.5511878+03:30,-20,-35,105,16,34,28,-18,95,-0.41592294,0.030552581,1.95504344,0.261470139,-0.28854835,2.4795835,-0.414745748,0.118180647,2.24793053,0.176289141,-0.07601783,2.52301288,-0.2739123,0.217491359,2.43206143,0.0829832,0.205132529,2.496162,0,0,0,0,0,0,0,0,0,0,0,0,193.1149139404297,246.4686584472656,154.83006286621094,337.1882019042969,1.4958413812642386,1.5271983364220871,1
246,2024-08-09T16:56:41.5825426+03:30,-21,-35,105,16,34,28,-18,95,-0.420767635,0.03290102,1.95729148,0.262147635,-0.288584828,2.47814751,-0.4158421,0.11894466,2.24836445,0.176509485,-0.076212354,2.52256131,-0.273615479,0.217677623,2.432912,0.08336269,0.204989433,2.49582338,0,0,0,0,0,0,0,0,0,0,0,0,191.2401428222656,245.5918426513672,154.8758087158203,337.1034851074219,1.4977730129613032,1.527198555639183,1
247,2024-08-09T16:56:41.6203195+03:30,-21,-34,105,17,34,28,-18,95,-0.425623238,0.0355198868,1.96006608,0.2628011,-0.288789481,2.47636485,-0.4170255,0.119754478,2.248856,0.176741242,-0.07638389,2.52209187,-0.2733128,0.217881739,2.4337697,0.08376386,0.20487617,2.49547267,0,0,0,0,0,0,0,0,0,0,0,0,188.4403533935547,243.6846923828125,154.74046325683594,337.245361328125,1.4983959091672931,1.5271987459690624,1
248,2024-08-09T16:56:41.6552478+03:30,-21,-34,105,17,35,28,-18,95,-0.43047747,0.0384137146,1.96346021,0.263437,-0.289117038,2.47450566,-0.418297529,0.1206087,2.24943733,0.176988751,-0.0765346661,2.521563,-0.2729887,0.218103826,2.434636,0.08423436,0.204812646,2.495164,0,0,0,0,0,0,0,0,0,0,0,0,186.35906982421875,242.29934692382807,154.81887817382812,337.1586303710937,1.4999909193069296,1.527198911218323,1
249,2024-08-09T16:56:41.6879270+03:30,-22,-34,105,17,35,28,-18,95,-0.435348153,0.0414669551,1.96708655,0.264076352,-0.289573967,2.47256255,-0.419623554,0.121509045,2.25010419,0.177249953,-0.0766857341,2.52099252,-0.272658229,0.218336731,2.43549824,0.0847416148,0.204782978,2.49488544,0,0,0,0,0,0,0,0,0,0,0,0,184.2408447265625,240.9386749267578,154.76437377929688,337.0733337402344,1.5013757478327048,1.52719905469195,1
250,2024-08-09T16:56:41.7205640+03:30,-21,-33,105,17,35,27,-18,95,-0.440266639,0.04461527,1.97081482,0.264674962,-0.290121019,2.470366,-0.42102313,0.1224707,2.25079775,0.177524,-0.0768401548,2.520371,-0.272322178,0.2185708,2.43634462,0.08526784,0.204782188,2.4946413,0,0,0,0,0,0,0,0,0,0,0,0,181.9891052246093,240.73013305664065,154.7100830078125,337.13311767578125,1.503737706640465,1.5271991792594162,1
251,2024-08-09T16:56:41.7553301+03:30,-22,-33,105,18,36,27,-18,95,-0.445297,0.0479061753,1.9748044,0.265222162,-0.29064998,2.46810842,-0.422486037,0.123491719,2.2515254,0.177812427,-0.0769634545,2.51968217,-0.271983743,0.21880284,2.43716955,0.0858230144,0.204811215,2.49442267,0,0,0,0,0,0,0,0,0,0,0,0,180.28775024414065,238.26730346679688,154.80877685546875,337.1883239746094,1.5046288042557032,1.5271992874120706,1
252,2024-08-09T16:56:41.7873851+03:30,-23,-33,105,18,36,27,-18,95,-0.4503739,0.0512715578,1.97893107,0.265700221,-0.290763944,2.46610379,-0.42390722,0.124507166,2.25247383,0.17812176,-0.0770491958,2.51891923,-0.27162686,0.219042853,2.43798,0.08640324,0.204870358,2.494201,0,0,0,0,0,0,0,0,0,0,0,0,178.2477264404297,237.2974853515625,154.59071350097656,337.1163635253906,1.5065620932813866,1.5271993813129665,1
253,2024-08-09T16:56:41.8225742+03:30,-23,-33,105,18,37,27,-18,95,-0.45554176,0.0546863675,1.98314655,0.2661947,-0.290718675,2.46423936,-0.4250776,0.1256183,2.25408387,0.178445786,-0.07709884,2.518055,-0.271261424,0.219285831,2.43877053,0.08700434,0.204911157,2.49388576,0,0,0,0,0,0,0,0,0,0,0,0,176.3380126953125,237.03726196289065,154.63340759277344,337.1536865234375,1.507081008847367,1.5271994628401218,1
254,2024-08-09T16:56:41.8541350+03:30,-24,-32,105,19,37,27,-18,95,-0.460673481,0.05808514,1.98738348,0.266694158,-0.2906232,2.4623754,-0.42614612,0.126649037,2.25658321,0.178812727,-0.07710344,2.5170114,-0.2708801,0.2195444,2.43955326,0.08763248,0.204933584,2.49349761,0,0,0,0,0,0,0,0,0,0,0,0,174.6019287109375,234.85113525390625,154.64474487304688,337.0987548828125,1.5075315445902946,1.5271995336240791,1
255,2024-08-09T16:56:41.8910429+03:30,-25,-32,105,19,38,27,-18,95,-0.4658324,0.06146227,1.991659,0.2671606,-0.290380776,2.46059752,-0.427088439,0.127641544,2.259558,0.1792198,-0.07703738,2.51579928,-0.270486146,0.219813913,2.44031477,0.0882805362,0.204932258,2.49303412,0,0,0,0,0,0,0,0,0,0,0,0,172.9080810546875,236.79788208007807,154.80682373046875,336.942138671875,1.5079227112250282,1.5271995950805186,1
256,2024-08-09T16:56:41.9238248+03:30,-26,-32,105,18,38,27,-18,94,-0.470953047,0.06478788,1.99597168,0.267689228,-0.290231019,2.45892859,-0.427961826,0.128631979,2.262813,0.179659247,-0.07694285,2.51447868,-0.270086676,0.220088273,2.44104815,0.08895136,0.20492506,2.49253058,0,0,0,0,0,0,0,0,0,0,0,0,170.46986389160156,236.0510711669922,154.6731414794922,337.0459899902344,1.509421947409593,1.527199648438568,1
257,2024-08-09T16:56:41.9590974+03:30,-27,-32,105,18,39,27,-18,94,-0.476026237,0.06801263,2.00027061,0.268214047,-0.290320635,2.45717025,-0.42871362,0.129889712,2.26591253,0.180113837,-0.0768261552,2.51310945,-0.269688,0.220357031,2.44174433,0.0896175653,0.204904333,2.49194384,0,0,0,0,0,0,0,0,0,0,0,0,168.6561737060547,235.0503845214844,154.9142303466797,337.03204345703125,1.5107236225423497,1.527199694765389,1
258,2024-08-09T16:56:41.9912621+03:30,-28,-31,105,18,39,27,-18,94,-0.481055766,0.071165204,2.00471449,0.2687797,-0.2906186,2.45537472,-0.4293547,0.131325081,2.26882339,0.180618912,-0.07667011,2.51154685,-0.269282043,0.220617637,2.44239879,0.0902819261,0.204872325,2.49129653,0,0,0,0,0,0,0,0,0,0,0,0,167.02792358398438,234.6136779785156,154.71038818359375,337.10760498046875,1.515227196526915,1.5271997349875177,1
259,2024-08-09T16:56:42.0256348+03:30,-28,-31,105,18,40,27,-18,94,-0.4859682,0.07419792,2.009161,0.269341171,-0.29098627,2.45337486,-0.4298894,0.1328594,2.271579,0.1811501,-0.0764322653,2.50973749,-0.2688496,0.220887542,2.44303,0.09096847,0.2048545,2.490627,0,0,0,0,0,0,0,0,0,0,0,0,165.79962158203125,234.5438232421875,154.60403442382812,337.05340576171875,1.5168180837913576,1.5271997699093969,1
260,2024-08-09T16:56:42.0565247+03:30,-29,-30,105,18,40,27,-18,94,-0.490799457,0.0771207362,2.01367068,0.269886523,-0.291390449,2.45129061,-0.430439532,0.134374768,2.27434659,0.181697518,-0.07609175,2.50771713,-0.2684077,0.22116369,2.44363618,0.0916705355,0.204853848,2.48995233,0,0,0,0,0,0,0,0,0,0,0,0,163.98947143554688,233.58590698242188,154.67115783691406,337.013916015625,1.5181993327316274,1.5271998002294638,1
261,2024-08-09T16:56:42.0906857+03:30,-30,-30,105,17,41,27,-18,93,-0.495562553,0.0802397355,2.019152,0.2704395,-0.291875064,2.44918656,-0.431043744,0.135764211,2.27719426,0.182266459,-0.07566827,2.50553322,-0.267968476,0.221439,2.44420934,0.09238053,0.204830468,2.489204,0,0,0,0,0,0,0,0,0,0,0,0,162.5234832763672,233.6270446777344,154.9337158203125,337.0244140625,1.521717798977191,1.52719982655412,1
262,2024-08-09T16:56:42.1225595+03:30,-30,-30,105,17,42,27,-18,93,-0.500380456,0.08333509,2.02447915,0.2710156,-0.292386919,2.44709826,-0.431667656,0.137033269,2.28004551,0.182845622,-0.07516185,2.50323987,-0.267532766,0.221714184,2.44474721,0.0930986851,0.204784125,2.48839521,0,0,0,0,0,0,0,0,0,0,0,0,161.28607177734375,233.45285034179688,154.767333984375,337.0982666015625,2.184685983443612,1.5271998494098586,1
263,2024-08-09T16:56:42.1553870+03:30,-31,-29,105,17,42,27,-18,93,-0.50511533,0.08633796,2.02956486,0.271597415,-0.292888761,2.44508076,-0.432379216,0.13814953,2.28302121,0.183446825,-0.07457639,2.50086021,-0.267104983,0.221989051,2.44524574,0.093825005,0.204743728,2.48754954,0,0,0,0,0,0,0,0,0,0,0,0,159.97637939453125,233.0224609375,154.58187866210938,337.02911376953125,2.0992189100122607,1.5271998692537945,1
264,2024-08-09T16:56:42.1897490+03:30,-32,-30,105,16,43,27,-18,92,-0.5097059,0.08923139,2.03444552,0.272183061,-0.293333143,2.44319367,-0.433031738,0.13944748,2.28544712,0.184061348,-0.0739159659,2.498446,-0.266682744,0.222263247,2.44570065,0.09456513,0.204728544,2.48669863,0,0,0,0,0,0,0,0,0,0,0,0,158.11453247070312,232.4230499267578,154.48216247558594,337.0961303710937,2.025014214781155,1.5271998864828062,1
265,2024-08-09T16:56:42.2231891+03:30,-33,-29,105,15,43,27,-18,92,-0.51413095,0.09198739,2.03908539,0.2727736,-0.293759465,2.44132113,-0.433630735,0.140736923,2.28772259,0.184687391,-0.07321715,2.49606442,-0.266269982,0.2225331,2.44611049,0.09530024,0.20474121,2.48583555,0,0,0,0,0,0,0,0,0,0,0,0,157.2923126220703,232.19610595703125,154.87164306640625,336.8893127441406,2.6216607814123165,1.527199901441474,1
266,2024-08-09T16:56:42.2560613+03:30,-33,-29,104,15,44,27,-18,92,-0.518388867,0.09458554,2.0434556,0.273394644,-0.2941149,2.43945622,-0.4341052,0.1421537,2.28968644,0.18530637,-0.07249999,2.49375939,-0.265848577,0.22282362,2.44647527,0.09602271,0.204784319,2.484977,0,0,0,0,0,0,0,0,0,0,0,0,155.93707275390625,232.130859375,154.94546508789062,336.9755249023437,2.479771201430411,1.5271999144289714,1
267,2024-08-09T16:56:42.2857314+03:30,-34,-28,104,15,44,27,-18,92,-0.5224926,0.09703928,2.04769969,0.274031669,-0.294401616,2.43758345,-0.434453636,0.143670857,2.29137731,0.185909435,-0.07178712,2.491561,-0.265398741,0.223153368,2.44679046,0.09674059,0.20486021,2.48413634,0,0,0,0,0,0,0,0,0,0,0,0,153.24591064453125,231.77127075195312,154.81182861328125,337.07110595703125,2.3565790454771136,1.527199925705048,1
268,2024-08-09T16:56:42.3179172+03:30,-35,-27,105,14,44,27,-18,91,-0.5264802,0.0993663147,2.05185485,0.274655551,-0.294599921,2.43578053,-0.4347168,0.145238668,2.29279876,0.186498046,-0.0710839853,2.48947787,-0.264920533,0.223522618,2.44705057,0.09745015,0.204967573,2.48332238,0,0,0,0,0,0,0,0,0,0,0,0,151.8338623046875,231.4234619140625,154.87539672851562,336.77801513671875,2.250674666183659,1.527199935495226,1
269,2024-08-09T16:56:42.3532039+03:30,-35,-27,105,14,45,27,-18,91,-0.5303306,0.101562142,2.05591321,0.275231749,-0.294664174,2.43415213,-0.4349858,0.14680925,2.29388332,0.187065318,-0.07040704,2.487518,-0.264411926,0.223929778,2.44724679,0.09815127,0.205093458,2.48252726,0,0,0,0,0,0,0,0,0,0,0,0,150.60118103027344,231.5082550048828,154.8273468017578,336.99273681640625,2.158712602766999,1.5271999439953083,1
270,2024-08-09T16:56:42.3886159+03:30,-34,-26,104,14,45,26,-18,91,-0.534040153,0.103631191,2.05989671,0.275769025,-0.294649839,2.43265533,-0.4352821,0.148340076,2.29464936,0.187604234,-0.06976316,2.485688,-0.263894051,0.224354029,2.447373,0.09882707,0.205194786,2.4816916,0,0,0,0,0,0,0,0,0,0,0,0,148.93255615234375,231.51873779296875,154.85922241210938,336.9227905273437,2.077827773102257,1.5271999513752967,1
271,2024-08-09T16:56:42.4187045+03:30,-35,-25,104,14,45,26,-18,91,-0.537636638,0.10558518,2.06384039,0.276283,-0.2946212,2.43119287,-0.435507536,0.149830818,2.29523659,0.188132584,-0.06918385,2.48399425,-0.26337114,0.224788785,2.447418,0.09947961,0.205282077,2.480847,0,0,0,0,0,0,0,0,0,0,0,0,147.1461944580078,231.6178741455078,154.95912170410156,336.830078125,2.008655694649861,1.5271999577827913,1
272,2024-08-09T16:56:42.4514227+03:30,-35,-25,104,14,46,26,-18,91,-0.541125655,0.107435629,2.06777859,0.276779979,-0.29456827,2.42977285,-0.435693234,0.151276633,2.2956593,0.188656136,-0.0686607137,2.48242068,-0.262826443,0.2252245,2.44734454,0.100121304,0.205357671,2.480016,0,0,0,0,0,0,0,0,0,0,0,0,145.59323120117188,231.68817138671875,154.86578369140625,336.9794921875,1.9485987300904617,1.5271999633459414,1
273,2024-08-09T16:56:42.4834746+03:30,-35,-24,105,13,46,26,-18,90,-0.5446188,0.109176233,2.07170963,0.277279764,-0.294577479,2.42837882,-0.4359098,0.1526774,2.29586434,0.189163134,-0.06818769,2.480967,-0.26226294,0.225652248,2.44715452,0.100751333,0.2054327,2.479213,0,0,0,0,0,0,0,0,0,0,0,0,144.67745971679688,232.0892333984375,154.72984313964844,336.975830078125,1.9809890618601032,1.5271999681760104,1
274,2024-08-09T16:56:42.5199869+03:30,-36,-23,105,13,46,26,-18,90,-0.548093438,0.11079897,2.07557631,0.2777527,-0.294621557,2.42709184,-0.436151475,0.154011354,2.295907,0.1896465,-0.0677526,2.479614,-0.2616941,0.226069316,2.44686532,0.101366423,0.2055117,2.47843647,0,0,0,0,0,0,0,0,0,0,0,0,143.02059936523438,231.9927978515625,154.7669219970703,336.9859924316406,1.9270025033654068,1.5271999723695997,1
275,2024-08-09T16:56:42.5542708+03:30,-35,-21,104,13,46,25,-18,90,-0.5514021,0.112359323,2.07952714,0.2781909,-0.294688433,2.42591572,-0.43625775,0.155327946,2.295987,0.19010894,-0.0673646554,2.478361,-0.261140019,0.226471543,2.4464798,0.101961583,0.205591843,2.47768354,0,0,0,0,0,0,0,0,0,0,0,0,142.27780151367188,231.77911376953125,154.9870147705078,336.8932189941406,1.8801299949380184,1.527199976010581,1
276,2024-08-09T16:56:42.5859076+03:30,-35,-21,104,12,47,25,-18,90,-0.554634452,0.113807723,2.08335972,0.278578252,-0.294798762,2.42488766,-0.436358482,0.156620413,2.295971,0.1905469,-0.06701975,2.47720432,-0.26060304,0.226848558,2.44597888,0.102534167,0.205674917,2.47693968,0,0,0,0,0,0,0,0,0,0,0,0,140.98519897460938,231.4425201416016,154.44650268554688,337.02593994140625,1.8394340864093908,1.527199979171774,1
277,2024-08-09T16:56:42.6188011+03:30,-36,-20,104,12,47,25,-18,90,-0.5577449,0.115168594,2.08714676,0.278899,-0.294911444,2.42409682,-0.43640098,0.157894343,2.29595518,0.190957323,-0.06671234,2.47614074,-0.2600862,0.2272003,2.44537568,0.103082858,0.205755681,2.47620869,0,0,0,0,0,0,0,0,0,0,0,0,140.81045532226562,231.86428833007807,154.7911376953125,337.00390625,1.8041008596089507,1.5271999819164024,1
278,2024-08-09T16:56:42.6540576+03:30,-37,-19,104,12,47,25,-18,90,-0.5608831,0.116395563,2.09074116,0.2791509,-0.294938147,2.42355251,-0.4365354,0.159132347,2.29579949,0.191339165,-0.0664294958,2.475158,-0.259582549,0.227523208,2.44468021,0.103613995,0.20583652,2.47550154,0,0,0,0,0,0,0,0,0,0,0,0,139.5625,232.1473083496093,154.63247680664062,336.94415283203125,1.7721454376534502,1.5271999842993589,1
279,2024-08-09T16:56:42.6880277+03:30,-35,-18,104,12,47,24,-18,90,-0.5642271,0.11745023,2.09400821,0.279351979,-0.294910282,2.42318988,-0.4369439,0.160408646,2.29534316,0.1916945,-0.06617229,2.47424912,-0.259104759,0.227822617,2.44392657,0.10411977,0.205916464,2.4748106,0,0,0,0,0,0,0,0,0,0,0,0,139.01885986328125,232.74058532714844,155.06674194335938,337.0018005371094,1.7432544865725668,1.5271999863683026,1
280,2024-08-09T16:56:42.7235505+03:30,-34,-18,104,12,48,24,-18,90,-0.56793,0.118224442,2.09672952,0.279557467,-0.294906467,2.423025,-0.437845916,0.161800012,2.29436755,0.192023188,-0.06593824,2.473412,-0.258661836,0.2281002,2.4431324,0.104599319,0.20599702,2.474145,0,0,0,0,0,0,0,0,0,0,0,0,138.1649932861328,232.4332275390625,154.814453125,336.99908447265625,1.7193302405484652,1.5271999881646123,1
281,2024-08-09T16:56:42.7549501+03:30,-34,-16,104,12,48,24,-18,90,-0.5721259,0.11888209,2.09928274,0.2797559,-0.294888735,2.42300177,-0.4391097,0.163238227,2.293012,0.192325935,-0.06572312,2.47264385,-0.258243144,0.228356346,2.44229913,0.1050545,0.206078425,2.47349858,0,0,0,0,0,0,0,0,0,0,0,0,137.09144592285156,232.60215759277344,154.77584838867188,336.9441833496094,1.6973858065631235,1.5271999897242143,1
282,2024-08-09T16:56:42.7898573+03:30,-32,-15,104,12,48,23,-18,90,-0.576456964,0.119560026,2.10171747,0.279947758,-0.2948229,2.42301345,-0.4404936,0.164674729,2.29154181,0.192596316,-0.06550978,2.47193074,-0.257840723,0.228588715,2.441427,0.105497293,0.206164032,2.47288561,0,0,0,0,0,0,0,0,0,0,0,0,136.6505889892578,232.62747192382807,154.9945068359375,337.03643798828125,2.337205432646936,1.5271999910783003,1
283,2024-08-09T16:56:42.8215292+03:30,-30,-15,104,11,49,23,-18,90,-0.5804001,0.120279551,2.10438347,0.280118048,-0.294718236,2.42302847,-0.441592962,0.16618979,2.29042459,0.192838877,-0.065294534,2.47126436,-0.257466167,0.2287997,2.440533,0.105924271,0.206248775,2.47229886,0,0,0,0,0,0,0,0,0,0,0,0,135.12506103515625,232.59942626953125,154.89816284179688,336.97027587890625,2.238584704322148,1.5271999922539528,1
284,2024-08-09T16:56:42.8580433+03:30,-28,-13,104,11,49,22,-18,90,-0.5839618,0.121014953,2.10716844,0.280267447,-0.294592053,2.42305255,-0.44244957,0.167720228,2.2896018,0.193057954,-0.0650846362,2.470638,-0.257130444,0.228978544,2.43960834,0.106323637,0.206319556,2.47170329,0,0,0,0,0,0,0,0,0,0,0,0,134.8034210205078,232.4374084472656,154.70143127441406,337.0418701171875,2.1518000547584726,1.527199993274684,1
285,2024-08-09T16:56:42.8949271+03:30,-28,-12,104,11,49,22,-18,90,-0.5871683,0.121736951,2.11000633,0.280402929,-0.294532537,2.4230113,-0.4431058,0.169229731,2.28902626,0.193254888,-0.06488433,2.47005248,-0.256827652,0.229132012,2.438673,0.106695548,0.206380755,2.47111058,0,0,0,0,0,0,0,0,0,0,0,0,134.47296142578125,232.0619964599609,154.60955810546875,337.0279541015625,2.731739484676836,1.527199994160909,1
