FrameNumber,Timestamp,LeftElbowYaw,LeftElbowRoll,RightElbowYaw,RightElbowRoll,LeftShoulderRoll,LeftShoulderPitch,RightShoulderRoll,RightShoulderPitch,LeftWristX,LeftWristY,LeftWristZ,RightWristX,RightWristY,RightWristZ,LeftElbowX,LeftElbowY,LeftElbowZ,RightElbowX,RightElbowY,RightElbowZ,LeftShoulderX,LeftShoulderY,LeftShoulderZ,RightShoulderX,RightShoulderY,RightShoulderZ,LeftWristColorX,LeftWristColorY,RightWristColorX,RightWristColorY,LeftElbowColorX,LeftElbowColorY,RightElbowColorX,RightElbowColorY,LeftShoulderColorX,LeftShoulderColorY,RightShoulderColorX,RightShoulderColorY,origin_x,origin_y,goal_x,goal_y,origin_z,goal_z,is_grasped
110,2024-08-09T16:56:37.0511274+03:30,-69,-14,110,15,15,60,-19,99,-0.390937567,-0.183450133,2.08297753,0.26657477,-0.2844051,2.49104452,-0.349065751,-0.00132866483,2.25509381,0.1664901,-0.0535054021,2.51534867,-0.28322807,0.204784214,2.374632,0.07122035,0.21352084,2.4711237,0,0,0,0,0,0,0,0,0,0,0,0,220.6285095214844,344.287841796875,154.45077514648438,336.8775634765625,1.6171978675974277,1.5191998454005482,-1
111,2024-08-09T16:56:37.0874972+03:30,-70,-15,110,15,15,61,-19,99,-0.390807331,-0.186332345,2.08836222,0.266584545,-0.28469497,2.490849,-0.348906249,-0.00358821382,2.25773931,0.1662976,-0.0536310561,2.51559162,-0.283557147,0.20460552,2.37481475,0.07109349,0.21351403,2.471115,0,0,0,0,0,0,0,0,0,0,0,0,220.40744018554688,344.9451904296875,154.36663818359375,336.9939270019531,1.613468931126955,1.5191998657728087,-1
112,2024-08-09T16:56:37.1180001+03:30,-69,-14,109,16,15,61,-19,100,-0.3906454,-0.189095661,2.09344649,0.266648769,-0.285090238,2.490554,-0.348732352,-0.005730599,2.26029348,0.166125983,-0.0537606366,2.51581573,-0.283872843,0.2044409,2.37499142,0.07096207,0.2134955,2.47108579,0,0,0,0,0,0,0,0,0,0,0,0,220.5142517089844,344.7580261230469,154.43605041503906,336.9935302734375,1.610231373279022,1.5191998834605256,-1
113,2024-08-09T16:56:37.1549588+03:30,-70,-15,109,16,15,62,-19,100,-0.39046067,-0.191725791,2.09821272,0.266693741,-0.285311073,2.49032187,-0.348550051,-0.00774579,2.26272821,0.165969789,-0.0538985468,2.516035,-0.2841753,0.204289049,2.37515974,0.07083388,0.213463232,2.47104287,0,0,0,0,0,0,0,0,0,0,0,0,220.58404541015625,344.8672790527344,154.7098388671875,337.03436279296875,1.6074204428966692,1.5191998988174529,-1
114,2024-08-09T16:56:37.1856100+03:30,-71,-15,109,16,15,63,-19,100,-0.390258729,-0.19420208,2.10266352,0.266683966,-0.285372168,2.49016476,-0.34836328,-0.009625335,2.26502967,0.165831447,-0.0540431626,2.516241,-0.284448415,0.20416607,2.37532735,0.0707111,0.213422611,2.47099185,0,0,0,0,0,0,0,0,0,0,0,0,220.39614868164065,344.4903869628906,154.59603881835938,337.0560302734375,1.6049799213722498,1.5191999121507294,-1
115,2024-08-09T16:56:37.2172311+03:30,-70,-15,109,16,15,63,-19,100,-0.3900168,-0.196482867,2.10684824,0.2666565,-0.2853167,2.49002528,-0.348174632,-0.0113845346,2.26719856,0.165711179,-0.05419264,2.51643062,-0.284700781,0.2040603,2.37549162,0.07059497,0.213377416,2.47093725,0,0,0,0,0,0,0,0,0,0,0,0,220.27322387695312,344.730224609375,154.56629943847656,337.058349609375,1.6028609982752755,1.5191999237270204,-1
116,2024-08-09T16:56:37.2547316+03:30,-71,-15,109,16,15,64,-19,100,-0.3897247,-0.1985743,2.11077452,0.266608059,-0.285176277,2.48987341,-0.347987324,-0.0130259637,2.26923037,0.1656088,-0.0543425,2.516614,-0.284935057,0.203975767,2.37565565,0.0704861358,0.213330254,2.4708817,0,0,0,0,0,0,0,0,0,0,0,0,220.44802856445312,344.912841796875,154.34085083007812,336.9716796875,1.6010212951438068,1.5191999337778517,-1
117,2024-08-09T16:56:37.2905943+03:30,-74,-14,109,16,14,64,-19,100,-0.389378846,-0.20048134,2.114439,0.266576678,-0.285126626,2.48963976,-0.347801358,-0.014567378,2.271119,0.165526286,-0.05449096,2.516789,-0.285157025,0.2039056,2.375817,0.07038353,0.213284075,2.47083139,0,0,0,0,0,0,0,0,0,0,0,0,220.59982299804688,345.2613525390625,154.58079528808594,337.0851135253906,1.5994240179152142,1.5191999425042402,-1
118,2024-08-09T16:56:37.3226955+03:30,-75,-15,109,16,14,65,-19,100,-0.3889896,-0.2022064,2.1178453,0.2665483,-0.285110742,2.489382,-0.347612917,-0.01598806,2.27288485,0.16546236,-0.05463609,2.51696849,-0.2853656,0.203857377,2.375983,0.07028948,0.213239953,2.47079182,0,0,0,0,0,0,0,0,0,0,0,0,220.24752807617188,344.98419189453125,154.62115478515625,337.0367431640625,1.5980372210449258,1.5191999500807134,-1
119,2024-08-09T16:56:37.3548103+03:30,-75,-15,109,16,14,65,-19,100,-0.3885703,-0.203775212,2.120988,0.266496718,-0.2850891,2.4891448,-0.3474273,-0.0172937959,2.27452683,0.1654029,-0.05475773,2.51714468,-0.2855609,0.203826889,2.37614822,0.07017125,0.2132059,2.47073627,0,0,0,0,0,0,0,0,0,0,0,0,220.40408325195312,345.0881042480469,154.53802490234375,337.0303955078125,1.596833168595536,1.5191999566588008,-1
120,2024-08-09T16:56:37.3911453+03:30,-75,-15,109,16,14,66,-19,100,-0.388135225,-0.205209881,2.123873,0.266358167,-0.2849242,2.4890213,-0.3472412,-0.0185206756,2.2760427,0.16534628,-0.0548621044,2.5173142,-0.285746753,0.2038168,2.376312,0.07002427,0.213174254,2.47066069,0,0,0,0,0,0,0,0,0,0,0,0,220.53732299804688,345.11749267578125,154.70611572265625,337.0260314941406,1.595787779518057,1.5191999623700645,-1
121,2024-08-09T16:56:37.4225272+03:30,-75,-15,109,17,14,66,-19,100,-0.387692839,-0.206530079,2.126508,0.266161,-0.284663916,2.48897,-0.347057074,-0.0196653139,2.27743721,0.165310308,-0.05495023,2.51746488,-0.285930037,0.203828469,2.37647343,0.06985364,0.213144138,2.47057176,0,0,0,0,0,0,0,0,0,0,0,0,220.38723754882807,345.75390625,154.4281463623047,337.0199584960937,1.5948801460309392,1.519199967328729,-1
122,2024-08-09T16:56:37.4542873+03:30,-74,-15,109,17,14,66,-19,100,-0.3872559,-0.207741857,2.12890959,0.265815735,-0.283833027,2.48936653,-0.346879631,-0.0207254738,2.27871585,0.165280908,-0.05502651,2.51760817,-0.286108583,0.20385471,2.37662888,0.0696699247,0.2131204,2.47048259,0,0,0,0,0,0,0,0,0,0,0,0,220.41702270507807,345.0256042480469,154.31130981445312,337.09002685546875,1.59409211546444,1.5191999716339684,-1
123,2024-08-09T16:56:37.4865227+03:30,-75,-16,109,16,14,67,-19,100,-0.386827,-0.208856091,2.13108778,0.265381366,-0.282649726,2.490044,-0.346711159,-0.0217026025,2.27988434,0.16524449,-0.0550969243,2.517749,-0.286278665,0.203895673,2.3767767,0.069474034,0.21310015,2.47039175,0,0,0,0,0,0,0,0,0,0,0,0,220.4588928222656,345.6923828125,154.47708129882812,337.049072265625,1.5934079272072297,1.5191999753718872,-1
124,2024-08-09T16:56:37.5181002+03:30,-75,-16,109,16,14,67,-19,100,-0.386407971,-0.2098691,2.13305855,0.264834046,-0.281318456,2.49104881,-0.346548676,-0.0226049256,2.28094578,0.165184483,-0.05515736,2.51788759,-0.286440849,0.203949615,2.37691712,0.06926752,0.213095427,2.47030377,0,0,0,0,0,0,0,0,0,0,0,0,220.3787841796875,344.8634033203125,154.56739807128906,337.0570678710937,1.592813897494164,1.5191999786172437,-1
125,2024-08-09T16:56:37.5556600+03:30,-75,-15,110,16,14,67,-19,100,-0.386000335,-0.210791156,2.1348362,0.2643466,-0.280135542,2.492033,-0.346392155,-0.02344748,2.281897,0.165107459,-0.0552137867,2.51802969,-0.286592156,0.2040118,2.37704873,0.06905943,0.2131018,2.4702282,0,0,0,0,0,0,0,0,0,0,0,0,220.6223602294922,344.5966796875,154.5259246826172,337.0924987792969,1.5922981457309815,1.519199981434945,-1
126,2024-08-09T16:56:37.5879606+03:30,-75,-16,110,16,14,68,-19,100,-0.385593534,-0.211632326,2.136431,0.2639238,-0.2791927,2.49314475,-0.3462422,-0.0242311116,2.28275323,0.165004209,-0.05527951,2.51818132,-0.286730468,0.204071522,2.37715983,0.06885744,0.21311076,2.470166,0,0,0,0,0,0,0,0,0,0,0,0,220.60397338867188,344.8819274902344,154.4682159423828,337.0126953125,1.5918503568824187,1.5191999838813453,-1
127,2024-08-09T16:56:37.6191509+03:30,-78,-16,110,16,13,68,-19,100,-0.3851661,-0.212391809,2.1378634,0.2635825,-0.278561682,2.49422145,-0.346098959,-0.0249872785,2.28351331,0.164874867,-0.0553636551,2.51834965,-0.286858946,0.204116985,2.37725043,0.06866789,0.213116139,2.47012639,0,0,0,0,0,0,0,0,0,0,0,0,220.3460998535156,345.3306884765625,154.63156127929688,337.12664794921875,1.5914615751715042,1.5191999860053724,-1
128,2024-08-09T16:56:37.6504668+03:30,-78,-16,111,16,13,68,-19,100,-0.3846905,-0.212935954,2.13923931,0.26330027,-0.278194547,2.49526644,-0.345961422,-0.0257126,2.28418851,0.164728984,-0.05546983,2.51852345,-0.286994517,0.204089984,2.37728953,0.0684887245,0.213111252,2.47010231,0,0,0,0,0,0,0,0,0,0,0,0,220.4754638671875,344.78094482421875,154.3693389892578,336.9931640625,1.5911240249640195,1.519199987849507,-1
129,2024-08-09T16:56:37.6826318+03:30,-78,-16,111,15,13,68,-19,100,-0.3841947,-0.213325784,2.14054155,0.2630504,-0.278032482,2.496255,-0.345830977,-0.0263986178,2.28479,0.164575636,-0.05558456,2.51869345,-0.287130743,0.204016283,2.377293,0.068329215,0.213121936,2.47012925,0,0,0,0,0,0,0,0,0,0,0,0,220.5987701416016,344.38824462890625,154.41519165039062,336.9257202148437,1.5908309552558155,1.5191999894506318,-1
130,2024-08-09T16:56:37.7210800+03:30,-78,-16,111,15,13,68,-19,100,-0.383690476,-0.213604689,2.14175653,0.262708753,-0.2778915,2.49741244,-0.345708728,-0.027027322,2.285335,0.164417759,-0.0557106845,2.5188303,-0.2872452,0.203946,2.37729168,0.06817898,0.213142514,2.47018647,0,0,0,0,0,0,0,0,0,0,0,0,220.830795288086,344.5890808105469,154.5110321044922,337.06256103515625,1.590576504652728,1.5191999908407692,-1
131,2024-08-09T16:56:37.7527225+03:30,-77,-16,111,15,13,68,-19,100,-0.383188576,-0.213848144,2.14283872,0.262308538,-0.2777398,2.4986558,-0.345596254,-0.0276058242,2.28582573,0.164261565,-0.0558457673,2.51894617,-0.287338167,0.203881741,2.37728477,0.0680413,0.213170767,2.47027469,0,0,0,0,0,0,0,0,0,0,0,0,220.42483520507807,344.49676513671875,154.51370239257812,336.9844665527344,1.5903555841426948,1.519199992047722,-1
132,2024-08-09T16:56:37.7809347+03:30,-78,-17,111,15,13,69,-19,100,-0.382718146,-0.214097559,2.14376235,0.261885464,-0.2775849,2.49991941,-0.345494062,-0.0281363018,2.28626585,0.164113283,-0.0559879653,2.519054,-0.287412941,0.2038299,2.37727833,0.06790843,0.213193551,2.47036982,0,0,0,0,0,0,0,0,0,0,0,0,220.6482849121093,344.5977783203125,154.5810546875,337.0916748046875,1.5901637753155156,1.5191999930956293,-1
133,2024-08-09T16:56:37.8175737+03:30,-78,-17,112,14,13,69,-19,100,-0.382279038,-0.214351088,2.14455152,0.261464417,-0.277431071,2.50117064,-0.345399916,-0.0286257546,2.28666186,0.163974866,-0.0561341643,2.51915526,-0.2874791,0.203791782,2.37728024,0.0677863061,0.213216528,2.47047853,0,0,0,0,0,0,0,0,0,0,0,0,220.9033203125,344.3787536621094,154.59445190429688,336.9944763183594,1.5899972419946466,1.519199994005449,-1
134,2024-08-09T16:56:37.8496868+03:30,-77,-17,112,14,13,69,-19,100,-0.381871462,-0.2146052,2.14522886,0.261073768,-0.277295619,2.50240254,-0.3453132,-0.0290877521,2.28701639,0.163841009,-0.0562919,2.519257,-0.2875375,0.203762174,2.37728786,0.0676766261,0.213233829,2.47060513,0,0,0,0,0,0,0,0,0,0,0,0,220.77102661132807,344.1274108886719,154.5475311279297,336.89801025390625,1.5911176884140317,1.5191999947953778,-1
135,2024-08-09T16:56:37.8856337+03:30,-77,-17,112,14,13,69,-19,100,-0.3817046,-0.216098323,2.144727,0.26071468,-0.277177,2.503588,-0.345235378,-0.0295210462,2.28733325,0.163709924,-0.05645911,2.51936054,-0.2875938,0.203730971,2.37730122,0.06757746,0.213245019,2.470742,0,0,0,0,0,0,0,0,0,0,0,0,220.9100646972656,346.4068603515625,154.66653442382812,337.00079345703125,1.590825453701336,1.519199995481214,-1
136,2024-08-09T16:56:37.9189747+03:30,-77,-17,112,14,13,69,-19,100,-0.381472945,-0.217248365,2.144444,0.260402352,-0.27707243,2.50468445,-0.3451672,-0.0299212337,2.287619,0.163586617,-0.0566367656,2.51945972,-0.287649244,0.203712866,2.3773303,0.06749305,0.213253021,2.47089839,0,0,0,0,0,0,0,0,0,0,0,0,220.9090270996093,344.0667419433594,154.51559448242188,337.0923767089844,1.5905717280626674,1.5191999960766749,-1
137,2024-08-09T16:56:37.9561799+03:30,-77,-17,113,14,13,69,-19,100,-0.381205022,-0.2181415,2.144314,0.260135919,-0.277053446,2.50551581,-0.345103145,-0.0302926321,2.28788,0.163468629,-0.0568219759,2.51955485,-0.287696928,0.203710884,2.377373,0.06742006,0.213257626,2.471064,0,0,0,0,0,0,0,0,0,0,0,0,221.0086364746093,346.0677795410156,154.35662841796875,337.0855407714844,1.590351436985252,1.5191999965936689,-1
138,2024-08-09T16:56:37.9864616+03:30,-76,-17,113,13,13,69,-19,100,-0.380919576,-0.2188313,2.14429522,0.25991267,-0.277068,2.506152,-0.3450387,-0.0305890664,2.2881515,0.163366213,-0.0570147857,2.51962113,-0.287734956,0.203723177,2.377429,0.0673636943,0.213265881,2.47124958,0,0,0,0,0,0,0,0,0,0,0,0,221.1603546142578,344.5919189453125,154.57968139648438,337.033447265625,1.5901601746475418,1.5191999970425365,-1
139,2024-08-09T16:56:38.0188608+03:30,-76,-17,113,13,13,69,-19,100,-0.38062343,-0.2193579,2.14435267,0.2597186,-0.276913434,2.50688124,-0.3449762,-0.0308259651,2.28842,0.163272575,-0.0572152175,2.51966286,-0.2877675,0.203746617,2.377496,0.0673224255,0.213277534,2.47145247,0,0,0,0,0,0,0,0,0,0,0,0,221.18289184570312,347.2209167480469,154.68923950195312,336.9862060546875,1.5899941158027824,1.5191999974322543,-1
140,2024-08-09T16:56:38.0537575+03:30,-76,-17,113,13,13,69,-19,100,-0.380327255,-0.2197628,2.144459,0.259525985,-0.276709974,2.50763679,-0.344917864,-0.0310176425,2.28867841,0.163191453,-0.05742011,2.519686,-0.287791073,0.203780785,2.37757659,0.06729277,0.213289738,2.471666,0,0,0,0,0,0,0,0,0,0,0,0,221.080307006836,344.3037414550781,154.62222290039062,336.9913330078125,1.5911149741744397,1.519199997770618,-1
141,2024-08-09T16:56:38.0908737+03:30,-76,-17,114,13,13,69,-19,100,-0.380038619,-0.220069647,2.144599,0.2593288,-0.276476622,2.50838375,-0.344862819,-0.0311747063,2.28892326,0.163120314,-0.0576206632,2.51969314,-0.2878097,0.203835443,2.377684,0.06729032,0.213328645,2.47193813,0,0,0,0,0,0,0,0,0,0,0,0,221.16766357421875,346.2254333496094,154.5928955078125,337.0174560546875,1.5920881320295852,1.5191999980643935,-1
142,2024-08-09T16:56:38.1230797+03:30,-76,-17,114,13,13,69,-19,100,-0.379757941,-0.220260561,2.14479685,0.259124637,-0.2762972,2.50901055,-0.3448134,-0.0313236564,2.28913188,0.1630565,-0.0578151643,2.519726,-0.287862659,0.203787848,2.377769,0.06729004,0.213367388,2.47222781,0,0,0,0,0,0,0,0,0,0,0,0,220.9346923828125,344.1991577148437,154.92144775390625,336.9174194335937,1.591668017624962,1.519199998319457,-1
143,2024-08-09T16:56:38.1531456+03:30,-75,-17,114,13,13,69,-19,100,-0.379481584,-0.2203554,2.14503574,0.258919865,-0.2762477,2.50949168,-0.3447696,-0.0314624533,2.289311,0.162999332,-0.0580050573,2.51978254,-0.287937164,0.203670546,2.37784123,0.06728871,0.213400885,2.47252369,0,0,0,0,0,0,0,0,0,0,0,0,220.840087890625,346.71173095703125,154.48890686035156,336.92877197265625,1.591303263572838,1.5191999985409097,-1
144,2024-08-09T16:56:38.1861110+03:30,-75,-17,114,13,13,69,-19,100,-0.3792067,-0.220339075,2.14532042,0.258741528,-0.276375175,2.5098455,-0.344729483,-0.0315978937,2.28946137,0.162954673,-0.0582104027,2.51987052,-0.288033575,0.20350273,2.37791085,0.06729385,0.213407338,2.47282386,0,0,0,0,0,0,0,0,0,0,0,0,221.2625732421875,345.6498413085937,154.59661865234375,337.0492553710937,1.5922516096925314,1.5191999987331806,-1
145,2024-08-09T16:56:38.2190519+03:30,-75,-17,114,13,13,69,-19,100,-0.378937274,-0.220249161,2.14563036,0.25859198,-0.276760459,2.510092,-0.344689965,-0.0317262374,2.289591,0.162920341,-0.05842988,2.51995087,-0.2881442,0.203325853,2.378001,0.06730318,0.213395715,2.4731195,0,0,0,0,0,0,0,0,0,0,0,0,220.97499084472656,344.3672180175781,154.49180603027344,336.90093994140625,1.5918099531057148,1.519199998900115,-1
146,2024-08-09T16:56:38.2547798+03:30,-75,-17,114,13,13,69,-19,100,-0.3786494,-0.219993144,2.145999,0.258452445,-0.27729553,2.510248,-0.344648957,-0.0318659171,2.289686,0.162892163,-0.05865388,2.52002263,-0.288338363,0.2030526,2.37809253,0.06728329,0.2133579,2.47338033,0,0,0,0,0,0,0,0,0,0,0,0,221.2100524902344,344.3337097167969,154.7408447265625,336.9885559082031,1.5926915304813734,1.5191999990450518,-1
147,2024-08-09T16:56:38.2870551+03:30,-75,-17,113,13,13,69,-19,100,-0.3783608,-0.219658822,2.146378,0.258337468,-0.277933449,2.51032472,-0.344600171,-0.0320418142,2.28974724,0.162875056,-0.0588953,2.520108,-0.288575262,0.202699617,2.3781805,0.0672300756,0.213268757,2.47359371,0,0,0,0,0,0,0,0,0,0,0,0,221.3931427001953,346.528564453125,154.6439971923828,337.0053100585937,1.5934569384666593,1.5191999991708895,-1
148,2024-08-09T16:56:38.3177394+03:30,-75,-17,113,12,13,69,-19,100,-0.3780838,-0.219316185,2.14669371,0.2582971,-0.278464466,2.51056385,-0.344541818,-0.0322548,2.28977227,0.1628701,-0.0591476671,2.52018714,-0.2888348,0.202310234,2.37827444,0.0671567544,0.213147372,2.47377133,0,0,0,0,0,0,0,0,0,0,0,0,221.6141662597656,345.86346435546875,154.465087890625,337.1265869140625,1.5928564503209175,1.519199999280145,-1
149,2024-08-09T16:56:38.3525077+03:30,-78,-17,113,12,12,69,-19,100,-0.378003329,-0.2202051,2.1457696,0.258321,-0.278720438,2.51111245,-0.344473332,-0.03249031,2.2897675,0.162876248,-0.0594006851,2.52027464,-0.289101243,0.2019038,2.37837243,0.0670728758,0.213008031,2.47392821,0,0,0,0,0,0,0,0,0,0,0,0,221.90760803222656,344.30328369140625,154.65171813964844,337.0801086425781,1.592335091181594,1.5191999993750036,-1
150,2024-08-09T16:56:38.3826088+03:30,-78,-17,114,12,12,69,-19,100,-0.3779105,-0.22084631,2.14501119,0.2583675,-0.279057443,2.51143384,-0.3443872,-0.0327174067,2.28975487,0.162886739,-0.05964923,2.52036762,-0.289361447,0.2015208,2.37849116,0.06698276,0.212861568,2.4740684,0,0,0,0,0,0,0,0,0,0,0,0,221.6317138671875,345.2128295898437,154.34397888183594,336.94647216796875,1.5918824338659026,1.5191999994573622,-1
151,2024-08-09T16:56:38.4194935+03:30,-78,-17,114,12,12,69,-19,100,-0.37781176,-0.22129257,2.144383,0.258235365,-0.27906552,2.51196861,-0.3442915,-0.0329311229,2.28973627,0.162878737,-0.0598527566,2.520463,-0.289599955,0.201214746,2.3786602,0.0668611452,0.212746948,2.47418427,0,0,0,0,0,0,0,0,0,0,0,0,221.4249267578125,345.281982421875,154.72430419921875,337.01336669921875,1.5914894252275291,1.519199999528868,-1
152,2024-08-09T16:56:38.4507258+03:30,-78,-17,114,12,12,69,-19,100,-0.377741426,-0.221720234,2.14371562,0.257998645,-0.278879762,2.51262116,-0.3441891,-0.033148326,2.28970981,0.162861526,-0.06002728,2.5205617,-0.289818823,0.2009632,2.37886214,0.06671761,0.212649316,2.47427964,0,0,0,0,0,0,0,0,0,0,0,0,221.1351318359375,345.2008056640625,154.65567016601562,337.0401916503906,1.5911482050937062,1.519199999590951,-1
153,2024-08-09T16:56:38.4839879+03:30,-78,-17,114,12,12,69,-19,100,-0.377673477,-0.222006768,2.143081,0.257757455,-0.278911173,2.5131278,-0.344085157,-0.0333454944,2.289676,0.162824869,-0.060165517,2.52065516,-0.290015548,0.200806484,2.37913013,0.06654401,0.212580428,2.47436047,0,0,0,0,0,0,0,0,0,0,0,0,220.92623901367188,345.7265625,154.56613159179688,336.9847412109375,1.5896923337364268,1.5191999996448535,-1
154,2024-08-09T16:56:38.5202285+03:30,-78,-17,114,12,12,69,-19,100,-0.377681583,-0.222949088,2.141663,0.257516235,-0.279129952,2.51350427,-0.343981475,-0.0335298143,2.289634,0.1627812,-0.0602858849,2.520737,-0.290186,0.200718924,2.37944818,0.0663636252,0.212532774,2.47444725,0,0,0,0,0,0,0,0,0,0,0,0,221.17868041992188,343.44219970703125,154.54122924804688,336.9490966796875,1.588428309053876,1.5191999996916528,1
155,2024-08-09T16:56:38.5511302+03:30,-78,-17,114,12,12,69,-19,100,-0.377647936,-0.223311141,2.14058661,0.257311732,-0.279392481,2.51391864,-0.343885154,-0.0337063745,2.28957725,0.162745938,-0.06039348,2.52082443,-0.2903427,0.200650826,2.3798,0.0661664,0.212481886,2.47451758,0,0,0,0,0,0,0,0,0,0,0,0,221.074951171875,343.036865234375,154.57940673828125,337.0069885253906,1.5873308505524026,1.5191999997322851,1
156,2024-08-09T16:56:38.5875156+03:30,-78,-18,113,12,12,69,-19,100,-0.377667159,-0.2233709,2.13962317,0.257163882,-0.279939115,2.51418638,-0.343799949,-0.03386621,2.28949857,0.162720338,-0.0605108924,2.520918,-0.290488333,0.200600579,2.38018227,0.06597697,0.2124174,2.474585,0,0,0,0,0,0,0,0,0,0,0,0,221.42681884765625,341.15545654296875,154.2976531982422,336.97393798828125,1.5863780090619777,1.5191999997675631,1
157,2024-08-09T16:56:38.6194654+03:30,-79,-18,114,12,12,69,-19,100,-0.377681762,-0.223055169,2.13883042,0.2570422,-0.2799897,2.51489019,-0.34372592,-0.0340151675,2.28939986,0.162706211,-0.0606541969,2.52101541,-0.290647328,0.200526163,2.380594,0.06576308,0.212295458,2.47459054,0,0,0,0,0,0,0,0,0,0,0,0,221.29522705078125,340.46014404296875,154.55267333984375,336.9407958984375,1.5867103430781224,1.5191999997981924,1
158,2024-08-09T16:56:38.6564532+03:30,-79,-18,114,11,12,69,-19,100,-0.377736539,-0.222585633,2.13803887,0.256930619,-0.279711455,2.51583767,-0.343663424,-0.03414365,2.28927565,0.162705988,-0.0608341955,2.52112412,-0.290821016,0.200445369,2.38105249,0.06556221,0.212126091,2.47457075,0,0,0,0,0,0,0,0,0,0,0,0,221.2733459472656,339.42218017578125,154.5274658203125,337.0351257324219,1.5858392686304992,1.5191999998247856,1
159,2024-08-09T16:56:38.6847971+03:30,-78,-17,114,11,12,68,-19,100,-0.377921969,-0.222091317,2.13708735,0.256811947,-0.2794463,2.51670957,-0.3436033,-0.03423084,2.28913951,0.16271928,-0.06106085,2.52124858,-0.2909863,0.200379625,2.381574,0.0654282048,0.211934879,2.4745903,0,0,0,0,0,0,0,0,0,0,0,0,221.00347900390625,338.4348449707031,154.37991333007812,336.9945678710937,1.5862425948808163,1.5191999998478745,1
160,2024-08-09T16:56:38.7223687+03:30,-79,-17,115,11,12,68,-19,100,-0.378192544,-0.221558556,2.13602924,0.2567203,-0.2791886,2.51738071,-0.343547642,-0.0342644,2.28898621,0.162743211,-0.0613142923,2.521381,-0.291128129,0.200344071,2.38215542,0.06534887,0.211739913,2.474648,0,0,0,0,0,0,0,0,0,0,0,0,220.8126678466797,336.7433776855469,154.2818603515625,336.9591369628906,1.5854331577034195,1.5191999998679206,1
161,2024-08-09T16:56:38.7547659+03:30,-79,-18,115,11,12,68,-19,100,-0.378498316,-0.2209041,2.13495278,0.25658682,-0.2791723,2.5177598,-0.3435161,-0.03425673,2.28876376,0.162771448,-0.06158755,2.52151752,-0.2912671,0.20028992,2.38278079,0.06528663,0.211525142,2.47469544,0,0,0,0,0,0,0,0,0,0,0,0,220.59881591796875,336.00018310546875,154.12014770507812,336.88055419921875,1.5847303836800912,1.5191999998853254,1
162,2024-08-09T16:56:38.7902435+03:30,-80,-18,115,11,12,68,-19,100,-0.3788379,-0.220167413,2.13381314,0.2564356,-0.279052347,2.518038,-0.343523949,-0.0341258571,2.28848863,0.1628035,-0.0618791,2.52165461,-0.291397065,0.2002366,2.38345337,0.0652629361,0.211307555,2.474759,0,0,0,0,0,0,0,0,0,0,0,0,221.02655029296875,335.6236572265625,154.10076904296875,337.0885009765625,1.5829606020050335,1.5191999999004366,1
163,2024-08-09T16:56:38.8225307+03:30,-80,-18,115,11,12,68,-19,100,-0.3791968,-0.219354391,2.13258839,0.2563657,-0.27925244,2.51790142,-0.343562156,-0.0338174477,2.28822112,0.1628378,-0.0621751547,2.521789,-0.291512251,0.200215027,2.38420725,0.06526435,0.211094812,2.47483015,0,0,0,0,0,0,0,0,0,0,0,0,220.83042907714844,333.87957763671875,154.20938110351562,336.97369384765625,1.581424032370077,1.5191999999135566,1
164,2024-08-09T16:56:38.8592817+03:30,-80,-17,115,11,12,67,-19,100,-0.379610062,-0.218495041,2.13112,0.2562296,-0.2792571,2.51790547,-0.3436634,-0.0332814641,2.28791022,0.16287379,-0.0624724962,2.52190661,-0.291595578,0.2002398,2.385049,0.06530456,0.210902974,2.47492528,0,0,0,0,0,0,0,0,0,0,0,0,219.99362182617188,333.6093139648437,154.1781768798828,336.9658203125,1.580089943382522,1.5191999999249477,1
165,2024-08-09T16:56:38.8910347+03:30,-80,-18,114,11,12,67,-19,100,-0.3800551,-0.2175298,2.12950015,0.256024629,-0.279084831,2.51795554,-0.343797922,-0.03259585,2.28756261,0.1629069,-0.06275559,2.52200747,-0.291628271,0.20030418,2.38595438,0.06538366,0.2107522,2.475058,0,0,0,0,0,0,0,0,0,0,0,0,219.584716796875,331.87225341796875,154.2757568359375,336.92926025390625,1.5789316532626172,1.5191999999348378,1
166,2024-08-09T16:56:38.9246585+03:30,-80,-18,114,11,12,67,-19,100,-0.38052243,-0.216400743,2.12778759,0.255925983,-0.2791727,2.51754427,-0.3438478,-0.0314359255,2.28734541,0.162939057,-0.0630308539,2.522098,-0.2916191,0.200393543,2.386899,0.0655001849,0.210630253,2.475222,0,0,0,0,0,0,0,0,0,0,0,0,219.45660400390625,330.47186279296875,154.17398071289062,336.917724609375,1.5779259962079648,1.5191999999434245,1
167,2024-08-09T16:56:38.9545668+03:30,-80,-17,114,12,12,66,-19,100,-0.3809966,-0.21511054,2.126026,0.255968541,-0.279736072,2.51662326,-0.343863547,-0.0298936013,2.28723979,0.162966311,-0.0632984638,2.52216959,-0.291575164,0.200485021,2.38785362,0.06562593,0.210521445,2.47538328,0,0,0,0,0,0,0,0,0,0,0,0,219.4232177734375,330.4193115234375,154.55935668945312,336.9805908203125,1.5770528590774715,1.5191999999508796,1
